case_received_date,case_status,class_of_admission,country_of_citizenship,decision_date,employer_city,employer_country,employer_name,employer_state,foreign_worker_info_birth_country,job_info_education,pw_determ_date,pw_expire_date,pw_job_title_9089,Processing Day
25-06-2012,Certified,H-1B,INDIA,19-08-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Master's,09-01-2012,30-06-2012,"Software Developers, Applications",1150
27-06-2012,Denied,H-1B,INDIA,20-05-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,09-01-2012,30-06-2012,"Software Developers, Applications",1057
21-06-2012,Denied,H-1B,MEXICO,07-04-2015,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,08-03-2012,30-06-2012,ELEMENTARY BILINGUAL TEACHER,1020
29-06-2012,Denied,H-1B,INDIA,03-09-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,09-01-2012,30-06-2012,"Software Developers, Applications",1161
22-06-2012,Certified,H-1B,INDIA,19-08-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Master's,09-01-2012,30-06-2012,"Software Developers, Applications",1153
01-08-2013,Certified-Expired,H-1B,INDIA,31-03-2015,NEW YORK,UNITED STATES OF AMERICA,TANISHA SYSTEMS INC,NEW YORK,INDIA,Master's,20-06-2013,18-09-2013,"Software Developers, Applications",607
22-08-2012,Certified-Expired,H-1B,INDIA,03-12-2014,MADISON,UNITED STATES OF AMERICA,"ISR INFO WAY,INC",WISCONSIN,INDIA,Bachelor's,20-10-2011,30-06-2012,"Software Developers, Applications",833
12-07-2012,Denied,H-1B,INDIA,09-06-2015,ALPHARETTA,UNITED STATES OF AMERICA,"PARAMOUNT SOFTWARE SOLUTIONS, INC",GEORGIA,INDIA,Master's,30-01-2012,30-06-2012,Network & Computer Systems Administrators,1062
22-04-2013,Certified-Expired,H-1B,INDIA,08-10-2014,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,INDIA,Master's,21-09-2012,30-06-2013,"Software Developers, Applications",534
27-06-2012,Certified,H-1B,INDIA,19-08-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Master's,09-01-2012,30-06-2012,"Software Developers, Applications",1148
27-06-2012,Denied,H-1B,INDIA,14-07-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,09-01-2012,30-06-2012,"Software Developers, Applications",1112
26-06-2012,Denied,H-1B,INDIA,20-08-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,09-01-2012,30-06-2012,"Software Developers, Applications",1150
14-08-2012,Denied,H-1B,INDIA,12-01-2015,FARMINGTON HILLS,UNITED STATES OF AMERICA,HCL GLOBAL SYSTEMS INC,MICHIGAN,INDIA,Master's,20-06-2012,18-09-2012,"Software Developers, Applications",881
25-06-2012,Denied,H-1B,INDIA,05-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,09-01-2012,30-06-2012,"Software Developers, Applications",983
27-06-2012,Denied,H-1B,INDIA,07-04-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,09-01-2012,30-06-2012,"Software Developers, Applications",1014
02-04-2013,Certified-Expired,H-1B,MALAYSIA,21-10-2014,SAN MATEO,UNITED STATES OF AMERICA,SONY MOBILE COMMUNICATIONS (USA) INC.,CALIFORNIA,MALAYSIA,Bachelor's,15-10-2012,30-06-2013,"Electronics Engineers, Except Computer",567
26-06-2012,Denied,H-1B,INDIA,10-09-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,09-01-2012,30-06-2012,"Software Developers, Applications",1171
28-09-2012,Withdrawn,H-1B,TOGO,16-01-2015,OMAHA,UNITED STATES OF AMERICA,JN MEDICAL CORPORATION,NEBRASKA,TOGO,Bachelor's,26-03-2012,30-06-2012,Accountants and Auditors,840
18-06-2012,Denied,H-1B,INDIA,16-10-2014,SPRINGFIELD,UNITED STATES OF AMERICA,LEAD IT CORPORATION,ILLINOIS,INDIA,Master's,24-05-2012,22-08-2012,"Software Developers, Applications",850
15-06-2012,Denied,H-1B,CANADA,18-11-2014,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,PERU,Bachelor's,08-03-2012,30-06-2012,Elementary Bilingual Teacher,886
20-06-2012,Certified,H-1B,INDIA,19-08-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Master's,09-01-2012,30-06-2012,"Software Developers, Applications",1155
21-12-2012,Certified-Expired,H-1B,INDIA,06-11-2014,JERSEY CITY,UNITED STATES OF AMERICA,GOLDMAN SACHS NEW JERSEY LLC,NEW JERSEY,INDIA,Bachelor's,15-03-2012,30-06-2012,"Software Developers, Applications",685
19-10-2012,Denied,E-2,SOUTH KOREA,17-10-2014,EL SEGUNDO,UNITED STATES OF AMERICA,NEXON AMERICA INC.,CALIFORNIA,SOUTH KOREA,Master's,14-08-2012,30-06-2013,"Software Developers, Applications",728
28-05-2014,Certified-Expired,H-1B,CANADA,06-10-2014,ALBUQUERQUE,UNITED STATES OF AMERICA,UNIVERSITY OF NEW MEXICO,NEW MEXICO,CANADA,Other,05-03-2014,30-06-2014,"Health Specialties Teachers, Post Secondary",131
04-10-2012,Denied,H-1B,INDIA,12-01-2015,PLANO,UNITED STATES OF AMERICA,ERICSSON INC.,TEXAS,INDIA,Master's,03-11-2011,30-06-2012,"Information Security Analysts, Web Developers, and Computer Network Architects",830
27-09-2012,Certified,H-1B,PHILIPPINES,01-06-2015,CUMBERLAND,UNITED STATES OF AMERICA,CUMBERLAND COUNTY SCHOOL BOARD,VIRGINIA,PHILIPPINES,Bachelor's,09-05-2012,07-08-2012,"Special Education Teachers, preschool, kindergarten & elementary",977
04-10-2012,Denied,H-1B,MEXICO,17-10-2014,HUMBLE,UNITED STATES OF AMERICA,HUMBLE INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,20-10-2011,30-06-2012,Elementary School Teacher,743
20-09-2012,Denied,H-1B,INDIA,09-01-2015,PHOENIX,UNITED STATES OF AMERICA,"APOGEE MEDICAL GROUP, NEW JERSEY, PA",ARIZONA,INDIA,Doctorate,23-08-2012,30-06-2013,Internist General,841
17-08-2012,Denied,H-1B,INDIA,31-07-2015,EDISON,UNITED STATES OF AMERICA,3I INFOTECH INC.,NEW JERSEY,INDIA,Master's,17-11-2011,30-06-2012,"SOFTWARE DEVELOPERS, APPLICATIONS",1078
31-07-2012,Denied,H-1B,SOUTH KOREA,16-10-2014,DULUTH,UNITED STATES OF AMERICA,"SOFT SOURCE, INC.",GEORGIA,SOUTH KOREA,Master's,23-03-2012,30-06-2012,Civil Engineers,807
07-09-2012,Denied,H-1B,INDIA,17-10-2014,MALVERN,UNITED STATES OF AMERICA,ZODIAC SOLUTIONS,PENNSYLVANIA,INDIA,Master's,23-05-2012,21-08-2012,"Software Developers, Applications",770
20-08-2012,Denied,H-1B,INDIA,08-06-2015,ALBANY,UNITED STATES OF AMERICA,"KPR SYSTEMS, INC.",NEW YORK,INDIA,Bachelor's,20-03-2012,30-06-2015,"Software Developers, Applications",1022
25-07-2012,Denied,F-1,INDIA,09-06-2015,ISELIN,UNITED STATES OF AMERICA,INTONE NETWORKS INC,NEW JERSEY,INDIA,Master's,22-03-2012,30-06-2012,Computer Systems Analysts,1049
02-10-2012,Certified,H-1B,INDIA,29-09-2015,MORROW,UNITED STATES OF AMERICA,"GLOBAL TEACHERS RESEARCH AND RESOURCES, INC.",GEORGIA,INDIA,Bachelor's,08-08-2012,30-06-2013,Math Teacher Secondary School,1092
05-09-2012,Denied,H-1B,INDIA,03-12-2014,NORCROSS,UNITED STATES OF AMERICA,"SOFTECH INTERNATIONAL RESOURCE, INC.",GEORGIA,INDIA,Master's,15-06-2012,13-09-2012,SR PROGRAMMER,819
20-06-2012,Denied,H-1B,MEXICO,20-05-2015,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,PARAGUAY,Bachelor's,08-03-2012,30-06-2012,Elementary Bilingual Teacher,1064
21-08-2012,Denied,H-1B,INDIA,21-10-2014,NEWARK,UNITED STATES OF AMERICA,OTIS INFORMATION TECHNOLOGIES INC,DELAWARE,INDIA,Master's,31-07-2012,30-06-2013,SENIOR SOFTWARE ENGINEER,791
03-06-2013,Certified-Expired,H-1B,FRANCE,07-01-2015,MOUNTAIN VIEW,UNITED STATES OF AMERICA,GOOGLE INC.,CALIFORNIA,FRANCE,Master's,12-04-2013,11-07-2013,"Software Developers, Systems Software",583
02-05-2013,Denied,H-1B,INDIA,08-12-2014,DALLAS,UNITED STATES OF AMERICA,HITACHI CONSULTING CORPORATION,TEXAS,INDIA,Master's,11-10-2012,30-06-2013,"Software Developers, Applications",585
19-09-2012,Denied,H-1B,MEXICO,19-12-2014,ATLANTA,UNITED STATES OF AMERICA,LAPTV LLC,GEORGIA,MEXICO,Bachelor's,24-04-2012,23-07-2012,Writers and Authors,821
14-11-2012,Denied,H-1B,TAIWAN,09-01-2015,SAN DIEGO,UNITED STATES OF AMERICA,QUALCOMM TECHNOLOGIES INC.,CALIFORNIA,TAIWAN,Master's,21-06-2012,19-09-2012,"Electronics Engineers, Except Computers",786
27-09-2012,Denied,H-1B,INDIA,09-03-2015,ANAHEIM HILLS,UNITED STATES OF AMERICA,ACURUS SOLUTIONS,CALIFORNIA,INDIA,Master's,16-05-2012,14-08-2012,"Software Developer, Systems Software",893
18-09-2012,Denied,H-1B,INDIA,28-09-2015,NEW YORK,UNITED STATES OF AMERICA,CREDIT SUISSE SECURITIES (USA) LLC,NEW YORK,INDIA,Master's,24-08-2012,30-06-2013,Computer Systems Analysts,1105
28-09-2012,Denied,H-1B,INDIA,09-09-2015,TRACY,UNITED STATES OF AMERICA,AKVARR INC,CALIFORNIA,INDIA,Master's,10-01-2012,30-06-2012,"software developers, applications",1076
25-09-2012,Denied,H-1B,COLOMBIA,07-08-2015,BAYBORO,UNITED STATES OF AMERICA,PAMLICO COUNTY SCHOOLS,NORTH CAROLINA,COLOMBIA,Bachelor's,12-01-2012,30-06-2012,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND CAREER",1046
19-09-2012,Denied,H-1B,NETHERLANDS,22-01-2015,SANTA CLARA,UNITED STATES OF AMERICA,INTEL CORPORATION,CALIFORNIA,NETHERLANDS,Bachelor's,03-01-2012,30-06-2012,"Software Developers, Systems Software",855
12-10-2012,Denied,H-1B,INDIA,21-10-2014,ARLINGTON HEIGHTS,UNITED STATES OF AMERICA,VERINON TECHNOLOGY SOLUTIONS LIMITED,ILLINOIS,INDIA,Master's,19-07-2012,30-06-2013,Computer Programmers,739
19-09-2012,Denied,F-1,INDIA,07-11-2014,BELLEROSE,UNITED STATES OF AMERICA,"RITNOA.,INC",NEW YORK,INDIA,Master's,13-03-2012,30-06-2012,Programmer Analyst,779
17-05-2013,Certified-Expired,H-1B,INDIA,28-11-2014,DALLAS,UNITED STATES OF AMERICA,HITACHI CONSULTING CORPORATION,TEXAS,INDIA,Master's,23-07-2012,30-06-2013,Computer and Information Systems Managers,560
03-05-2013,Certified-Expired,H-1B,INDIA,09-03-2015,DALLAS,UNITED STATES OF AMERICA,HITACHI CONSULTING CORPORATION,TEXAS,INDIA,Master's,03-10-2012,30-06-2013,Computer Systems Analysts,675
19-09-2012,Denied,H-1B,INDIA,17-08-2015,SAN RAMON,UNITED STATES OF AMERICA,TECHNOLOGY CONSULTANTS INC.,CALIFORNIA,INDIA,Master's,11-01-2012,30-06-2012,"software developers, applications",1062
01-10-2012,Denied,H-1B,NEPAL,03-11-2014,ORLANDO,UNITED STATES OF AMERICA,ADVENTIST HEALTH SYSTEM/SUNBELT INC D/B/A FLORIDA,FLORIDA,NEPAL,Bachelor's,27-01-2012,30-06-2012,Medical and Clinical Laboratory Technologists,763
26-04-2013,Certified-Expired,H-1B,INDIA,10-10-2014,VALENCIA,UNITED STATES OF AMERICA,AEROSPACE SERVICE & CONTROLS,CALIFORNIA,INDIA,Bachelor's,22-01-2013,30-06-2013,Mechanical Engineers,532
28-09-2012,Withdrawn,H-1B,INDIA,15-04-2015,GAHANNA,UNITED STATES OF AMERICA,DEEMSYS INC,OHIO,INDIA,Master's,17-04-2012,16-07-2012,"Software Developers, Applications",929
14-09-2012,Denied,H-1B,INDIA,21-05-2015,NEW YORK,UNITED STATES OF AMERICA,"COLLECTIVE, INC. D.B.A. COLLECTIVE MEDIA",NEW YORK,INDIA,Bachelor's,20-03-2012,30-06-2012,USER INTERFACE SOFTWARE ENGINEER,979
09-11-2012,Certified-Expired,H-1B,INDIA,07-11-2014,PLAINSBORO,UNITED STATES OF AMERICA,"COMPUNNEL SOFTWARE GROUP, INC.",NEW JERSEY,INDIA,Master's,20-07-2012,30-06-2013,"Software Developer, Applications",728
17-09-2012,Certified-Expired,H-1B,TAIWAN,20-03-2015,NEW YORK,UNITED STATES OF AMERICA,"GOLDMAN, SACHS & CO.",NEW YORK,TAIWAN,Master's,27-08-2012,30-06-2013,ACCOUNTANTS AND AUDITORS,914
03-10-2012,Denied,E-2,SOUTH KOREA,30-04-2015,BUENA PARK,UNITED STATES OF AMERICA,"CREATIVEA, INC.",CALIFORNIA,SOUTH KOREA,Bachelor's,23-07-2012,30-06-2013,Art Directors,939
18-09-2012,Denied,L-1,PHILIPPINES,15-10-2014,RENO,UNITED STATES OF AMERICA,"ORMAT TECHNOLOGIES, INC.",NEVADA,PHILIPPINES,High School,19-04-2012,18-07-2012,"Mobile Heavy Equipment Mechanics, Except Engines",757
14-09-2012,Denied,H-1B,PHILIPPINES,09-09-2015,AJO,UNITED STATES OF AMERICA,AJO UNIFIED SCHOOL DISTRICT #15,ARIZONA,PHILIPPINES,Master's,08-06-2012,06-09-2012,Librarian,1090
01-10-2012,Denied,TN,CANADA,05-08-2015,ASHBURN,UNITED STATES OF AMERICA,VIEWSOFT INC.,VIRGINIA,BANGLADESH,Master's,09-05-2012,07-08-2012,Market Research Analyst,1038
17-10-2012,Certified-Expired,B-1,SOUTH KOREA,09-10-2014,LUVERNE,UNITED STATES OF AMERICA,SMART ALABAMA LLC,ALABAMA,SOUTH KOREA,High School,03-07-2012,30-06-2013,Electrical and Electronics Engineering Technicians,722
21-09-2012,Denied,H-1B,CHINA,15-10-2014,FLUSHING,UNITED STATES OF AMERICA,"WEI, WEI & CO., LLP",NEW YORK,CHINA,Master's,01-06-2012,30-08-2012,Accountants and Auditors,754
18-09-2012,Certified-Expired,H-1B,INDIA,02-04-2015,SAN JOSE,UNITED STATES OF AMERICA,"BROCADE COMMUNICATIONS SYSTEMS, INC.",CALIFORNIA,INDIA,Master's,02-07-2012,30-06-2013,"Software Developers, Systems Software",926
01-05-2013,Certified-Expired,H-1B,INDIA,12-12-2014,ATLANTA,UNITED STATES OF AMERICA,"MANHATTAN ASSOCIATES, INC.",GEORGIA,INDIA,Bachelor's,02-08-2012,30-06-2013,Computer Systems Analysts,590
02-08-2013,Certified-Expired,H-1B,INDIA,17-03-2015,NEW YORK,UNITED STATES OF AMERICA,"VERIZON COMMUNICATIONS INC., & ALL ITS SUBSIDIARIES & AFFILIATES",NEW YORK,INDIA,Bachelor's,09-01-2013,30-06-2013,"Software Developers, Applications",592
07-08-2012,Denied,H-1B,INDIA,27-05-2015,DALLAS,UNITED STATES OF AMERICA,"BUSINESS INTELLI SOLUTIONS, INC.",TEXAS,INDIA,Master's,06-07-2012,30-06-2013,Computer Systems Analysts,1023
31-07-2012,Denied,H-1B,PHILIPPINES,21-10-2014,GALLUP,UNITED STATES OF AMERICA,GALLUP MCKINLEY COUNTY SCHOOLS,NEW MEXICO,PHILIPPINES,Bachelor's,13-04-2012,12-07-2012,Instructional Coordinators,812
27-08-2013,Certified-Expired,H-1B,INDIA,01-04-2015,NEW YORK,UNITED STATES OF AMERICA,"VERIZON COMMUNICATIONS INC., & ALL ITS SUBSIDIARIES & AFFILIATES",NEW YORK,INDIA,Master's,24-06-2013,22-09-2013,"Software Developers, Systems Software",582
09-11-2012,Denied,H-1B,CANADA,21-10-2014,DES PLAINES,UNITED STATES OF AMERICA,FOUNDERS INSURANCE COMPANY,ILLINOIS,CANADA,Bachelor's,17-10-2012,30-06-2013,Computer and Information Systems Managers,711
21-06-2013,Certified-Expired,H-1B,INDIA,30-01-2015,JERSEY CITY,UNITED STATES OF AMERICA,"LORD, ABBETT & CO. LLC",NEW JERSEY,INDIA,Bachelor's,06-02-2013,30-06-2013,"Software Developers, Applications",588
13-08-2012,Denied,H-1B,INDIA,24-10-2014,SAN DIEGO,UNITED STATES OF AMERICA,"SYSINTELLI, INC",CALIFORNIA,INDIA,Master's,05-04-2012,04-07-2012,"Software Developers, Applications",802
22-12-2013,Certified,H-1B,CANADA,11-06-2015,RICHARDSON,UNITED STATES OF AMERICA,LENNOX INTERNATIONAL INC. & ALL SUBSIDIARIES & AFF,TEXAS,CANADA,Bachelor's,13-06-2013,11-09-2013,Mechanical Engineers,536
13-09-2012,Denied,H-1B,INDIA,12-01-2015,LANSING,UNITED STATES OF AMERICA,"IDV SOLUTIONS, LLC",MICHIGAN,INDIA,Master's,20-08-2012,30-06-2013,Program Manager,851
11-07-2012,Denied,H-1B,INDIA,02-01-2015,NORTH BRUNSWICK,UNITED STATES OF AMERICA,INFOVISION TECHNOLOGIES INC,NEW JERSEY,INDIA,Master's,13-04-2012,12-07-2012,Database Administrator,905
15-07-2013,Certified-Expired,H-1B,CHILE,12-03-2015,AUDUBON,UNITED STATES OF AMERICA,PJM INTERCONNECTION,PENNSYLVANIA,CHILE,Master's,17-04-2013,16-07-2013,Industrial Engineers,605
30-06-2012,Denied,H-1B,INDIA,21-08-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,09-01-2012,30-06-2012,"Software Developers, Applications",1147
01-11-2012,Denied,H-1B,INDIA,17-12-2014,PISCATAWAY,UNITED STATES OF AMERICA,"MARLABS, INC",NEW JERSEY,INDIA,Master's,11-09-2012,30-06-2013,"Software Developers, Applications",776
12-09-2012,Certified-Expired,H-1B,INDIA,03-12-2014,NEW YORK,UNITED STATES OF AMERICA,"CHARTIS GLOBAL CLAIMS SERVICES, INC.",NEW YORK,INDIA,Bachelor's,08-06-2012,06-09-2012,Computer Systems Analysts,812
18-10-2012,Denied,H-1B,INDIA,16-10-2014,HIGH POINT,UNITED STATES OF AMERICA,"NEW BREED, INC.",NORTH CAROLINA,INDIA,Bachelor's,21-09-2012,30-06-2013,Integration Coordinator/Software Developer,728
28-06-2013,Certified-Expired,H-1B,INDIA,10-02-2015,SARATOGA SPRINGS,UNITED STATES OF AMERICA,SUNY EMPIRE STATE COLLEGE,NEW YORK,INDIA,Master's,02-08-2012,30-06-2013,Database Administrators,592
08-08-2012,Withdrawn,H-1B,INDIA,12-01-2015,MORRISTOWN,UNITED STATES OF AMERICA,"HONEYWELL INTERNATIONAL, INC.",NEW JERSEY,INDIA,Bachelor's,09-01-2012,30-06-2012,Chemical Engineers,887
08-09-2012,Denied,H-1B,INDIA,14-10-2014,EDISON,UNITED STATES OF AMERICA,"RAMPS INTERNATIONAL, INC",NEW JERSEY,INDIA,Master's,17-04-2012,15-07-2012,"Software Developer, Applications",766
19-11-2013,Certified,H-1B,INDIA,15-05-2015,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,INDIA,Bachelor's,21-09-2012,30-06-2013,"Electronics Engineers, Except Computer",542
04-08-2013,Certified-Expired,F-1,INDIA,01-04-2015,TROY,UNITED STATES OF AMERICA,MARTINREA METAL INDUSTRIES,MICHIGAN,INDIA,Master's,14-12-2012,30-06-2013,Mechanical Engineer,605
21-08-2012,Denied,H-1B,IRELAND,15-10-2014,RESTON,UNITED STATES OF AMERICA,RIVET LOGIC CORPORATION,VIRGINIA,IRELAND,Bachelor's,02-07-2012,30-06-2013,"Software Developers, Applications",785
30-08-2012,Denied,H-1B,INDIA,09-01-2015,NORTH PROVIDENCE,UNITED STATES OF AMERICA,SYSCONS CORPORATION,RHODE ISLAND,INDIA,Master's,16-03-2012,30-06-2012,"Software Developers, Applications",862
17-08-2012,Denied,H-1B,INDIA,29-09-2015,ISELIN,UNITED STATES OF AMERICA,VEDICSOFT SOLUTIONS INC,NEW JERSEY,INDIA,Master's,19-04-2012,18-07-2012,"Software Developers, Applications",1138
10-06-2013,Certified-Expired,H-1B,INDIA,10-02-2015,ATLANTA,UNITED STATES OF AMERICA,"MANHATTAN ASSOCIATES, INC.",GEORGIA,INDIA,Bachelor's,24-05-2013,22-08-2013,Computer Systems Analysts,610
14-09-2012,Certified-Expired,H-1B,INDIA,08-12-2014,DALLAS,UNITED STATES OF AMERICA,"XEROX BUSINESS SERVICES, LLC",TEXAS,INDIA,Bachelor's,16-02-2012,30-06-2012,"Software Developers, Applications",815
25-02-2013,Certified-Expired,H-1B,INDIA,02-10-2014,COLUMBIA,UNITED STATES OF AMERICA,"FEI.COM, INC",MARYLAND,INDIA,Master's,19-11-2012,30-06-2013,"Software Developers, Applications",584
03-07-2013,Certified-Expired,H-1B,INDIA,03-03-2015,ATLANTA,UNITED STATES OF AMERICA,"MANHATTAN ASSOCIATES, INC.",GEORGIA,INDIA,Bachelor's,16-11-2012,30-06-2013,Computer Systems Analysts,608
04-09-2012,Denied,H-1B,INDIA,06-03-2015,PLANO,UNITED STATES OF AMERICA,"NTT DATA, INC",TEXAS,INDIA,Bachelor's,25-05-2012,23-08-2012,"Software Developers, Applications",913
23-10-2012,Certified-Expired,H-1B,PHILIPPINES,06-10-2014,FOSTER CITY,UNITED STATES OF AMERICA,SAN MATEO-FOSTER CITY SCHOOL DISTRICT,CALIFORNIA,PHILIPPINES,Bachelor's,13-08-2012,30-06-2013,"Special Education Teachers, Preschool, Kindergarten, and Elementary School*",713
04-09-2012,Certified-Expired,L-2,INDIA,12-12-2014,FARMINGTON HILLS,UNITED STATES OF AMERICA,"MERIDIAN TECHNOLOGIES, INC",MICHIGAN,INDIA,Master's,28-08-2012,30-06-2013,"Software Developer, Applications",829
18-10-2012,Denied,H-1B,INDIA,21-05-2015,DAYTON,UNITED STATES OF AMERICA,ARDENT TECHNOLOGIES INC,OHIO,INDIA,Master's,11-05-2012,09-08-2012,"Software Developers, Applications",945
08-09-2012,Denied,H-1B,INDIA,14-10-2014,EDISON,UNITED STATES OF AMERICA,"RAMPS INTERNATIONAL, INC",NEW JERSEY,INDIA,Master's,16-04-2012,15-07-2012,"Software Developer, Applications",766
30-05-2013,Certified-Expired,H-1B,LEBANON,04-12-2014,HOUSTON,UNITED STATES OF AMERICA,"NATIONAL OILWELL VARCO, L.P.",TEXAS,LEBANON,Master's,05-11-2012,30-06-2013,"Electronics Engineers, Except Computer",553
12-09-2012,Denied,H-1B,INDIA,07-08-2015,DES PLAINES,UNITED STATES OF AMERICA,AIM BIG INC.D/B/A AXIOM TECHNOLOGY GROUP,ILLINOIS,INDIA,Master's,09-07-2012,30-06-2013,Software Engineer,1059
14-08-2012,Denied,H-1B,INDIA,26-02-2015,ISELIN,UNITED STATES OF AMERICA,VEDICSOFT SOLUTIONS INC,NEW JERSEY,INDIA,Master's,28-03-2012,30-06-2012,"Software Developers, Applications",926
20-07-2012,Withdrawn,H-1B,INDIA,04-06-2015,NEW YORK,UNITED STATES OF AMERICA,"GOLDMAN, SACHS & CO.",NEW YORK,INDIA,Master's,10-07-2012,30-06-2013,FINANCIAL MANAGERS,1049
07-11-2012,Denied,H-1B,INDIA,21-10-2014,WASHINGTON,UNITED STATES OF AMERICA,UNIVERSAL SERVICE ADMINISTRATIVE COMPANY,DISTRICT OF COLUMBIA,INDIA,Bachelor's,24-10-2011,30-06-2012,"Software Developers, Applications",713
27-07-2012,Denied,H-1B,INDIA,05-08-2015,LIVERPOOL,UNITED STATES OF AMERICA,"MCGI TEC, INC",NEW YORK,INDIA,Master's,30-04-2012,29-07-2012,"Software Developers, Applications",1104
26-08-2012,Withdrawn,H-1B,INDIA,02-07-2015,BETHESDA,UNITED STATES OF AMERICA,BUSINESS INTEGRA INC.,MARYLAND,INDIA,Bachelor's,25-06-2012,23-09-2012,"Software Developers, Applications",1040
07-08-2012,Denied,H-1B,INDIA,15-10-2014,MAHWAH,UNITED STATES OF AMERICA,"FABERGENT, INC.",NEW JERSEY,INDIA,Master's,24-02-2012,30-06-2012,Computer Systems Analysts,799
16-07-2012,Denied,H-1B,PHILIPPINES,22-06-2015,GALLUP,UNITED STATES OF AMERICA,GALLUP MCKINLEY COUNTY SCHOOLS,NEW MEXICO,PHILIPPINES,Bachelor's,13-04-2012,12-07-2012,"Special Education Teachers, Secondary School",1071
22-07-2012,Denied,H-1B,PHILIPPINES,18-11-2014,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,PHILIPPINES,Bachelor's,23-04-2012,22-07-2012,Middle School Math Teacher,849
20-08-2012,Denied,H-1B,INDIA,17-12-2014,ALBANY,UNITED STATES OF AMERICA,"KPR SYSTEMS, INC.",NEW YORK,INDIA,Bachelor's,20-03-2012,30-06-2015,"Software Developers, Applications",849
16-09-2013,Certified,H-1B,TURKEY,22-04-2015,INDIANAPOLIS,UNITED STATES OF AMERICA,INDIANA MATH AND SCIENCE ACADEMY-INDIANAPOLIS INC.,INDIANA,TURKEY,Master's,18-06-2013,16-09-2013,FINANCIAL MANAGERS,583
22-07-2012,Denied,H-1B,PHILIPPINES,24-10-2014,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,PHILIPPINES,Bachelor's,23-04-2012,22-07-2012,Middle School Science Teacher,824
31-05-2013,Certified-Expired,H-1B,INDIA,04-12-2014,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,INDIA,Bachelor's,25-09-2012,30-06-2013,Database Administrators,552
22-07-2012,Denied,H-1B,TOGO,21-05-2015,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,TOGO,Bachelor's,23-04-2012,22-07-2012,Middle School Science Teacher,1033
22-07-2012,Denied,H-1B,PHILIPPINES,23-06-2015,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,PHILIPPINES,Bachelor's,23-04-2012,22-07-2012,Middle School Science Teacher,1066
22-07-2012,Denied,H-1B,GRENADA,21-05-2015,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,GRENADA,Bachelor's,23-04-2012,22-07-2012,Middle School Science Teacher,1033
